fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,speak_english_only_2017,women_16_to_50_birth_rate_2017,hs_grad_2017,some_college_2017,bachelors_2017,veterans_2017,mean_work_travel_2017,broadband_2017,computer_2017,households_2017,persons_per_household_2017,per_capita_income_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,uninsured_age_under_6_2017,uninsured_age_under_19_2017,uninsured_age_over_74_2017,civilian_labor_force_2017,employed_2017,unemployed_2017,unemployment_rate_2017
48381,Texas,Randall County,134442,6.5,13.9,35.6,1.44,0.29,0.75,0.04,1.15,1.46,20.16,73.42,88,4.8,91.7,38.5,30.9,9.1,19.1,83.8,91.9,49118,2.61,32088.51,65564,9.6,12.9,10.9,11,6.1,7.8,0.1,70283,68303,1980,2.82
48383,Texas,Reagan County,3710,6.7,11.1,33,0.36,0,0,0,25.98,0.4,70.15,28.86,39.5,5.6,70.4,27.2,11,3.5,16.6,65.9,85.2,1171,3.16,23580.38,59760,18,26.3,29.4,29.6,18.3,20.3,0,1772,1704,68,3.84
48385,Texas,Real County,3429,6.8,34.1,54.3,0.1,0,0.01,0,0.61,0.01,19.77,79.96,87.8,10.2,79.8,32.3,21.9,12.5,16.3,59.6,80.1,1123,2.89,16893.43,36493,20.2,53.8,31.1,27.8,5.3,22.4,4.2,1049,989,60,5.72
48387,Texas,Red River County,12229,4.2,23.3,45.6,8.81,0.19,0,0,0.41,0.97,7.26,73.14,94.2,1.7,83.3,30.5,13.8,7,30.7,60,72.2,5218,2.33,21135.62,35356,16.5,14.9,17.7,16.3,14.3,10.9,0,5215,4945,270,5.18
48389,Texas,Reeves County,15281,6.2,12.8,35.4,2.44,0.33,0.57,0,7.05,0.68,75.02,18.21,37.3,5.1,62.3,25.1,9.5,6.3,16.8,53.9,72.8,3731,3.31,18678.25,49390,13.2,24.4,16.1,19.7,15.8,15.2,0,6917,6672,245,3.54
48391,Texas,Refugio County,7224,6.3,21.1,42.3,2.65,0.1,0.03,0,4.09,3.31,49.72,42.29,71.7,4.1,79.8,33.6,12.1,9.4,22.7,64.8,76.9,2694,2.64,22657.58,50338,16.6,26.5,28.2,16.5,7.6,11.1,0,3112,2932,180,5.78
48393,Texas,Roberts County,938,5.1,20.7,37.8,0,0,0.22,0,0.22,0.79,7.42,90.55,93.6,0.5,92.8,32.3,31.2,5.9,22.2,83.4,91.7,326,2.73,34038.83,79167,3.3,0,0,6.2,3,3.4,0,437,421,16,3.66
48395,Texas,Robertson County,17203,6.5,18.1,41.4,9.86,0.25,0.14,0.05,0.78,0.83,20.22,57.88,83.9,4.8,82.3,31.3,15,6.3,24.4,70.1,81.7,6298,2.62,23282.06,52189,15.2,21.7,21.1,15.8,8,9.9,0,7351,7007,344,4.68
48397,Texas,Rockwall County,96788,6.3,11.7,37.2,3.01,0.11,1.21,0,1.22,1.47,17.05,72.29,84,6.5,91.7,31.5,40,7.9,33.4,89.3,95.2,30365,2.96,38227.36,93269,5.8,8.4,7.4,10.7,4.4,7.2,0,48621,47011,1610,3.31
48399,Texas,Runnels County,10266,6,20.4,41.1,0.66,0.29,0.53,0,1.98,0.78,33.84,62.28,91,4.2,78.5,23.4,19.1,8.6,21.9,63.7,76.4,3781,2.65,21899.25,41226,16.3,20.8,20.2,18.5,3.7,9.5,0,4563,4391,172,3.77
48401,Texas,Rusk County,52833,6.1,15.9,38.5,8.56,0.11,0.23,0,0.62,0.92,16.14,64.69,86.4,6.7,79.6,33.3,15.5,8.2,24.3,59.4,78.7,17982,2.68,24199.63,49270,15.8,19.5,22.5,20.4,11.1,13.5,0.9,22113,20995,1118,5.06
48403,Texas,Sabine County,10461,4.7,29.9,52.1,3.81,0.09,0.05,0,0.47,0.86,4.05,86.08,96.8,5.9,86,28.8,14.4,14.9,22.2,68.1,81.5,3811,2.71,18490.41,33561,20,55.8,36.2,21.6,5.7,10.2,0,3538,3235,303,8.56
48405,Texas,San Augustine County,8253,5.6,24.5,48.9,10.39,1.06,0,0,0.46,0.96,6.95,68.82,93.5,8.2,80,28.7,12.1,10.5,26.7,55.9,66.6,3202,2.54,20275.2,32394,24.4,47.7,37.4,18.6,0,5.6,0,2872,2658,214,7.45
48407,Texas,San Jacinto County,28270,5.5,20.3,44.2,5.62,0.24,0,0,0.18,0.77,12.51,74.85,89.5,5.6,82.9,24.4,10.1,10.2,41.3,68.9,82.8,9414,2.9,20463.45,43421,17.2,23.5,21,18.1,9.2,8.3,0,11436,10792,644,5.63
48409,Texas,San Patricio County,67215,7.4,14.1,35.1,0.83,0.14,0.51,0.02,1.11,1.22,56.84,39.41,62.6,9.9,78.2,31.5,14.3,9.3,23.6,67,86,23246,2.84,24445.77,53332,15.2,23.6,21.9,19.3,7.3,12.2,0,30647,28314,2333,7.61
48411,Texas,San Saba County,5959,5.6,21.9,40.9,1.45,0,0.01,0,3.09,1.58,29.72,65.34,76.9,3.8,73.6,28.7,15.1,8,25.8,63.9,73.8,2135,2.41,23759.34,40301,17.4,33.7,32.9,19.5,6.9,9,0.8,2411,2334,77,3.19
48413,Texas,Schleicher County,3001,6.7,16.1,35.2,0.14,0,0.06,0,17.92,0.03,51.83,47.69,56.8,5,74.3,32.9,20.3,3.4,29,63.2,80.9,1102,2.83,25486.93,63432,10.2,8.2,9.9,22.7,7.8,28.9,0,1338,1289,49,3.66
48415,Texas,Scurry County,17050,7.1,14.6,35.6,2.26,0.31,0.11,0,2.12,1.24,39.73,53.65,74.9,8.3,78,29.3,16.6,5.8,16.6,72.9,87.3,5838,2.65,26179.62,54565,12.8,21.3,17.2,15.6,15.6,12.5,0.8,6982,6677,305,4.37
48417,Texas,Shackelford County,3328,6.1,18.1,42,0.09,0.15,0.09,0,0.18,1.12,11.68,85.63,94.5,10.2,85.1,32.5,27.4,8.5,20.7,66.3,74.8,1257,2.64,23274.24,46685,17.7,33.7,20.7,15.3,8.4,8.8,0,1875,1819,56,2.99
48419,Texas,Shelby County,25513,7.1,16.5,37.4,9.54,0.31,0.27,0.04,0.26,0.22,17.83,62.13,82.7,12.1,75.5,26.2,15.3,7.1,26.3,54.3,73.5,9218,2.76,19703.62,38121,23.1,36.3,36.8,23.3,11.9,17.4,0.9,10781,10229,552,5.12
48421,Texas,Sherman County,3067,6,14,39.8,0.15,0.11,0,0,2.89,1.11,43.27,55.82,64.9,8.8,73.2,26.7,21.4,4.6,20.1,74.3,85.2,1063,2.85,24821.75,54961,14.8,22.9,24.6,23.3,8.8,18.4,2.9,1289,1249,40,3.1
48423,Texas,Smith County,227727,6.9,15.6,36.6,8.8,0.18,0.79,0.05,0.94,0.79,18.95,60.34,82.6,5.1,84.9,35.1,25.2,7.5,23.8,76.9,87.3,77801,2.79,25335.84,50742,16.3,32.1,22,17.6,8.3,11.3,0.8,105896,101599,4297,4.06
48425,Texas,Somervell County,8845,5.2,18.2,40.6,0.29,0.45,0,0.28,1.91,0.68,19.05,78.66,88.3,7.8,85.1,34.8,20,6.9,28.3,64.6,86,3234,2.57,27185.99,52346,21.5,28.6,30.8,15.3,4.3,6.7,0,4218,4028,190,4.5
48427,Texas,Starr County,64454,10.2,11.1,28.8,0.03,0.03,0.05,0,2.12,0.21,99.18,0.64,3.6,5.8,48.8,15.4,9.7,1.7,23.1,49.4,74.4,16320,3.85,11455.84,27133,35,50.5,45.6,33.7,10.9,17.8,0.9,26049,23009,3040,11.67
48429,Texas,Stephens County,9337,5.2,19,39.2,1.09,0.47,0.23,0,1.8,1.37,23.24,72.14,81,8.2,77.2,27.7,16.8,5.9,19.5,62.4,76.9,3361,2.62,22348.85,45862,21.3,49.7,32.7,22,2.2,19.4,0,4030,3841,189,4.69
48431,Texas,Sterling County,1295,9.9,16,42.4,0.13,0,0,0,3.34,0.75,40.83,57.42,71.8,3.4,85.9,19.4,21.4,4.4,21,69.7,85.1,462,2.38,25123.53,50000,17,45.7,37.1,27,42.2,40.1,0,607,584,23,3.79
48433,Texas,Stonewall County,1388,4.7,26.1,51.9,1.75,0,0,0,0.51,0.6,22.69,72.6,87.3,5.2,83.9,28.4,12.5,15.7,17.7,61.4,73.8,458,2.25,27999.11,46786,13.9,0,20.1,15.3,21.3,16.6,0,621,600,21,3.38
48435,Texas,Sutton County,3767,4.7,16.8,40.2,0.28,0.12,0,0.51,14.32,0.12,59.42,39.24,49.9,6,77,27.9,19.8,6.1,19.7,55.2,75.1,1573,2.46,31152.85,60996,6.5,4.9,5.5,17.4,14.6,9.5,0,1514,1437,77,5.09
48437,Texas,Swisher County,7515,6.9,17.6,35.6,2.92,1.8,0.09,0.03,1.16,2.59,43.14,47.53,73.6,3.7,77.1,29.7,13,6.4,19.7,71.8,79.7,2602,2.64,19585.98,37883,22.2,39.7,30.6,18.8,10.8,8.7,0,2687,2578,109,4.06
48439,Texas,Tarrant County,2054475,7.2,10.5,34.2,7.95,0.23,2.56,0.09,3.27,1.59,28.18,48.35,71.6,6.2,85.4,30.5,31.1,7.5,27,81.6,91.7,689921,2.84,30099.65,62532,13.5,21.6,19.2,17,8.1,10.5,1.4,1033317,995339,37978,3.68
48441,Texas,Taylor County,136290,7.4,13.9,32.2,3.84,0.43,0.98,0.03,4.43,1.38,23.8,64.54,83.2,6.3,87.3,33.4,24.1,11,16.9,71.6,87.2,49443,2.6,25541.92,49161,16.1,23.1,20.4,14.6,5.5,7.9,0.6,64051,61784,2267,3.54
48443,Texas,Terrell County,810,0.8,31.2,47.3,1.6,0.35,0,0,12.83,3.33,56.31,33.15,47.4,1.6,80.9,35.1,17.3,12.1,30,42.6,59.8,343,2.1,20030,26063,17.1,0,14,12.6,0,14,0,391,372,19,4.86
48445,Texas,Terry County,12715,8.1,14.9,34.6,2.58,0.16,0,0,1.57,0.96,53.77,40.79,62.6,6.4,69,25.5,12.8,5.2,20.1,62.9,79.9,4142,2.8,23586.79,42441,13.7,22.5,20.8,25,20.7,18.8,0,5245,4983,262,5
48447,Texas,Throckmorton County,1527,5.7,26.3,48.2,0.06,0,0.16,0,0,0.62,15.83,82.48,86.2,13.4,82,31.7,20,8.8,22.2,59.6,75.7,712,2.15,27406.51,37279,17.1,26.8,19.6,18.3,19.6,21.3,0,692,662,30,4.34
48449,Texas,Titus County,32904,7.7,13.4,34,4.58,0.35,0.42,0.02,7.65,0.92,42.09,46.29,60.8,6.8,74,28.1,15.8,7.9,18.8,64.6,77.9,10675,3.03,20567.66,46980,19.3,33.5,29.1,20.8,7.3,11.7,2.5,12954,12262,692,5.34
48451,Texas,Tom Green County,118019,6.9,14.6,34,2.16,0.17,0.61,0.02,3.46,1.09,38.84,54.32,74.1,5.2,84.3,31.5,23.8,11.2,17.8,72.9,84,43081,2.57,27272.76,49662,12.9,15.9,17,16.3,10.2,11.5,0.4,54003,52016,1987,3.68
48453,Texas,Travis County,1226698,6.7,8.9,33.6,4.13,0.23,3.2,0.03,3.32,1.62,33.86,49.32,68.4,4.7,88.8,24.3,47.5,5.7,25.3,84.8,93.1,447561,2.58,37948.84,68350,13.9,19.8,18.5,14.7,6.7,9.1,1.2,698755,677830,20925,2.99
48455,Texas,Trinity County,14667,4.6,26.1,48.5,4.78,0.15,0.18,0,0.78,0.89,9.3,79.1,92.3,5.4,83.5,33.8,11.7,13.2,33.2,56.6,77,5934,2.42,19826.86,37398,18.4,27.3,29.9,19.8,13.3,18.3,1.5,5366,5070,296,5.52
48457,Texas,Tyler County,21539,5.1,21.1,43,5.49,0.05,0.17,0,1.37,0.84,7.29,79.61,91.1,5.2,84.6,30.7,12.1,10.8,35.7,61.5,78.2,7312,2.56,22984.38,44396,15.8,18.5,23.8,15.4,7.1,7.4,0,7058,6542,516,7.31
48459,Texas,Upshur County,41281,6.1,17.2,40.7,4.52,0.38,0.11,0,1.69,0.91,8.06,80.74,93.3,4.9,83.5,32.8,16.9,9.1,27.8,70.8,82.1,14061,2.84,22740.14,48796,13.8,21.2,20.2,15.9,9.9,9.4,0,17613,16689,924,5.25
48461,Texas,Upton County,3663,10.1,13.5,33.7,3.4,0.06,0.13,0,20.55,0.29,49.73,42.99,66.6,9.9,78.2,29.5,11.1,5.1,20.9,49.9,80.9,1308,2.68,24923.51,52750,18,27.6,23.8,16.6,12.8,10.7,0,1543,1484,59,3.82
48463,Texas,Uvalde County,27132,7.9,16.4,33.8,0.11,0.53,0.52,0.04,3.09,1.23,70.92,27.11,47.7,10,71.2,31.6,15.1,7,18.5,61.5,72.4,8624,3.08,17437.01,40781,17.9,29.9,27.6,19.6,5.3,9,0,11714,11168,546,4.66
48465,Texas,Val Verde County,49205,8.6,13.9,31.7,0.68,0.12,0.29,0.05,1.86,0.74,81.38,15.95,31.6,7.5,67.4,23.7,18.1,8.7,19,67.6,77.8,15189,3.12,19590.71,44609,20.9,30.6,27,22.5,11.3,14.9,0.5,20007,18991,1016,5.08
48467,Texas,Van Zandt County,55182,5.5,19.9,43.3,1.34,0.32,0.23,0.05,0.35,0.95,10.28,84.33,92,7.4,83.8,33,16.6,10.1,34.4,61.6,82.2,19354,2.73,24354.95,50061,14.2,22.6,18.8,17.9,7.6,12.5,1,25311,24368,943,3.73
48469,Texas,Victoria County,92084,7.3,15,35.7,3.11,0.14,0.54,0.03,1.45,1,46.04,45.44,76.1,5.6,83,32.5,19.5,8.7,20,68.2,83.8,32734,2.75,27600,55740,14.8,23.8,20.8,17.2,9.7,10.1,0.5,42923,40853,2070,4.82
48471,Texas,Walker County,72245,4.4,12,35.2,11.45,0.19,0.62,0.01,0.48,0.72,17.77,56.93,83.5,2,83.6,25.8,20.3,8.9,25.8,74.6,88.9,21294,2.45,22346.12,41456,24.3,26.8,24,13.5,8.2,9.8,0.2,23625,22536,1089,4.61
48473,Texas,Waller County,51307,6.7,11.4,28.8,12.63,0.17,0.42,0.02,3.08,1.36,29.37,43.05,73.9,3.8,78.3,28.2,19.2,5.2,30,65,83.8,14698,2.96,25492.23,53506,18,32.3,24.6,20.5,7.3,10.5,0,22201,21120,1081,4.87
48475,Texas,Ward County,11472,7.3,14,33.6,2.72,1.06,0.14,0,3.45,0.54,52.19,41.38,62.6,7.4,78.6,28.9,13.5,6.9,21.7,67.1,79.6,3954,2.88,25753.82,63333,11.6,18.1,12.6,19.4,12.6,13.5,0,5546,5321,225,4.06
48477,Texas,Washington County,35043,5.7,20.3,42,8.53,0.28,0.9,0.06,0.66,0.61,15.5,64.45,84.3,3.9,84.6,31,23.9,8.6,21.5,60.8,78,12205,2.65,27461.89,55793,13.2,15.7,20.7,14,4.8,11.9,0.8,14856,14229,627,4.22
48479,Texas,Webb County,274794,9.9,8.8,28.4,0.2,0.11,0.26,0,1.58,0.26,95.5,3.48,9.4,6.5,66.7,22.4,17.4,3,21.7,57.5,72.6,72379,3.68,15435.33,40442,31.5,46.4,41.8,29.3,7.5,13.4,5.6,114696,109922,4774,4.16
48481,Texas,Wharton County,41968,6.8,15.9,37.3,7.14,0.03,0.05,0,1.65,0.44,40.27,45.27,75.4,5.2,78.9,31.4,15,5.8,23,62,78,15224,2.68,25902.61,50145,17.5,37.6,29,18.1,7.2,11.2,0.6,21054,20114,940,4.46
48483,Texas,Wheeler County,5358,7.2,18.2,39.4,1.45,0.09,0.06,0.12,2.81,1.54,26.52,68.32,79.7,8,79,33.8,14.6,6.9,18.4,69.5,85.8,2287,2.42,26572.73,50910,19.2,28.7,30.9,21.3,12.3,16.7,0.8,2357,2261,96,4.07
48485,Texas,Wichita County,132000,6.5,13.9,34.2,5.16,0.5,1.07,0.02,2.09,2.01,18.53,66.13,85.9,6.2,86.2,32,22.4,11.5,15.4,71.8,85.1,48528,2.4,25060.42,45776,18.9,33.8,26.3,15,7.5,9.1,0.6,55970,53903,2067,3.69
48487,Texas,Wilbarger County,12764,5.8,16.6,37.2,4.21,0.87,0.46,0,2.52,1.34,28.6,59.42,83.3,6.8,79.2,33.5,15.2,9.3,11.5,67.4,80.1,5155,2.39,22952.3,43913,16.5,16,21.9,15.8,9.5,14,0,4950,4718,232,4.69
48489,Texas,Willacy County,21584,6.4,13.1,33.4,0.36,0.09,0.05,0.01,1.31,0.22,87.95,11.06,40.4,5.8,65.4,19.6,9,4.5,22.7,50.2,68,5737,3.51,12413.68,29104,35.6,43.4,49.3,29.8,10.5,12.9,0.3,6303,5609,694,11.01
48491,Texas,Williamson County,547545,6.8,11.2,35.8,3.09,0.14,3.03,0.03,1.42,1.9,24.08,60.92,79,5.2,93,32.2,40.2,9.1,27.9,89.7,94.9,170051,2.96,32893.58,79123,7,9.5,8,10,5.1,6.6,0.9,287330,278071,9259,3.22
48493,Texas,Wilson County,49304,5.8,14.5,40.4,0.7,0.13,0.19,0.03,0.9,1.25,39.17,57.67,75.4,6.3,84.8,30.1,19.5,12.6,34.5,77.7,87,15755,2.96,28941.89,71942,10.2,13,12.6,14.2,12.7,8.5,2.1,24155,23320,835,3.46
48495,Texas,Winkler County,7574,8.4,11.2,32.6,1.88,0.54,0,0,2.3,0.84,59.39,36.9,62.3,5.4,69.6,30.4,10.7,5.9,19.2,67.7,80.9,2524,3.04,22424.67,55000,17.9,32.6,22.1,23.3,18.1,20.9,0,3235,3066,169,5.22
48497,Texas,Wise County,66181,6.7,14.6,38.5,0.6,0.2,0.25,0.1,0.82,1.15,18.75,77.49,85,7.2,85,33.2,17.2,10.1,32.1,72.6,88.6,21691,2.87,26473.17,59081,13,22.6,19.8,17.3,11.2,14.9,0,29844,28659,1185,3.97
48499,Texas,Wood County,44314,4.8,26.9,48.1,2.81,0.36,0.04,0.04,1.24,0.66,9.62,83.18,92.9,5,85.5,34.7,16,12.2,30.2,73.8,83.4,16122,2.59,24959.85,48038,13.3,25.4,21.9,15.4,4.3,10.5,1,17323,16512,811,4.68
48501,Texas,Yoakum County,8568,9.2,11.1,31.7,0.34,0.08,0.02,0,0.51,1.1,65.04,33.17,47.8,8,70.2,27.2,15.1,4.3,16.2,67.2,83,2652,3.2,22782.5,62500,12.3,18.6,14.5,26.1,18.4,23.3,0,3818,3683,135,3.54
48503,Texas,Young County,17979,6.4,19.7,41.5,0.75,0.35,0.21,0,0.54,0.38,18.07,78.75,86.3,4.8,82.6,28.5,19.6,8.6,15.3,68.7,83.4,7066,2.53,25651.78,46351,16.5,25.6,24.8,20.3,11.3,17.2,0,8082,7776,306,3.79
48505,Texas,Zapata County,14322,10,12.7,29.4,0.42,0,0.35,0,1.77,0,94.07,5.22,9.6,13.7,55.4,18.9,11.4,4,18.2,54.4,81.2,4457,3.23,16761.3,34550,34.1,59.5,48,30.8,8.9,15.3,0,5445,5045,400,7.35
48507,Texas,Zavala County,11948,8.3,13.3,30.8,0.25,0.05,0.02,0,3.65,0.35,93.6,5.43,24.4,5,60.3,22.8,7.6,3.7,13.7,43.7,64.9,3536,3.37,11602.08,25988,36.2,57.9,56.3,20.4,4.6,4.3,1.4,3719,3306,413,11.11
49001,Utah,Beaver County,6386,8.8,13.8,33.3,0,0.05,0.12,0,1.31,0.12,10.91,88.67,91.4,14.5,90.8,33.6,18.5,8.2,16,75.3,85.7,2313,2.74,21360.22,47878,10.5,24.6,15.8,14.6,13.1,15.4,0,3093,2966,127,4.11
49003,Utah,Box Elder County,54079,8.7,12.2,32.3,0.27,0.6,0.4,0.05,1.21,0.87,9.12,87.28,92.7,9.4,93.5,39.3,22.7,6.8,23.5,81.3,89.1,17035,3.04,22821.38,58835,10.2,17.5,12.9,7.8,5.4,5.3,1,25535,24699,836,3.27
49005,Utah,Cache County,124438,9.1,8.7,25,0.4,0.24,1.06,0.18,1.98,1.12,10.52,83.8,88.4,8,93.3,35,36.9,4.2,17.3,84.4,94.4,36829,3.19,21764.26,53812,15.2,16.9,13.9,8.5,5,5.8,0,63040,61291,1749,2.77
49007,Utah,Carbon County,20295,6.9,15.7,36.4,0.33,0.52,0.2,0.08,1.18,1.37,13.2,83.26,94.3,7.9,89.7,46.3,15.7,7.9,17.7,75.6,85.9,7841,2.55,22737.25,46994,16.2,29.6,18.7,11.7,5,5.4,0,8372,7946,426,5.09
49009,Utah,Daggett County,1029,5.8,17,47.3,0.07,0.43,0,0,0.43,0.85,3.28,94.87,95.9,0,95.1,42.5,9.3,7.6,18.6,90.5,98.8,168,3.38,22533.73,85000,4,0,0,4,0,0,0,443,421,22,4.97
49011,Utah,Davis County,347637,9,9.4,30.6,0.65,0.21,0.92,0.31,1.38,1.67,9.23,84.47,90.7,8.1,95.6,38.3,36.2,7.8,22.5,88.8,95.4,101422,3.28,27778.05,75961,6.2,7.2,6.9,7.1,3.8,4.5,0.5,170335,165116,5219,3.06
49013,Utah,Duchesne County,20026,10.3,10.7,30.3,0.1,2.15,0.24,0.2,1.48,0.95,8.11,85.35,90.6,8,87.4,36.9,14.5,6.1,20.6,80.4,88.1,6650,2.99,23551.17,63000,12.7,17.9,15.2,14.9,8.7,12,0,8104,7638,466,5.75
49015,Utah,Emery County,10077,7.3,15.2,35,0.06,0.37,0.3,0.01,0.03,0.5,6.22,91.38,92.9,4.9,93.3,45.7,15,6.4,19.8,76,86.2,3564,2.9,21216.9,51852,12.9,20.7,20.2,10,11.4,8.4,2.8,4255,4035,220,5.17
49017,Utah,Garfield County,5078,6,19.9,41.2,0.09,1.36,0.08,0.24,0.37,0.83,5.62,89.54,90.8,5.4,91.2,36.7,21.1,10.2,14,75.2,89.6,1756,2.72,23334.56,51700,13.1,16.7,17.9,18.6,6.5,14.1,0,2934,2714,220,7.5
49019,Utah,Grand County,9674,6.3,16.5,39.8,0.12,0.57,0.19,0,0.11,0.18,10.01,88.09,93.6,6.8,91.1,36.2,27.8,8.9,15.6,79.9,91.9,3873,2.44,24700.41,46658,12.7,33.6,18.1,20.5,25.9,20.4,0,5971,5653,318,5.33
49021,Utah,Iron County,51001,8.4,11.9,29.1,0.29,1.29,0.32,0.02,1.55,1.01,8.46,86.31,92.5,7.1,92.5,39,28.7,8,17.4,80.7,92.4,15575,3.07,19136.81,45422,20.9,22,22.9,14.5,5.5,7.8,1.3,22381,21450,931,4.16
49023,Utah,Juab County,11250,8.9,11.5,30.7,0.11,0.43,0.06,0.08,1.57,0.81,4.55,92.42,95.5,6.1,92.4,38.5,16.8,7.4,22.7,77.3,89.7,3287,3.2,20746.25,57590,12.8,21,17.5,12.8,12.6,10.3,0,5466,5282,184,3.37
49025,Utah,Kane County,7567,5.7,21.9,42.2,0.14,0.73,0.21,0.08,0.79,1.42,4.51,91.75,96.7,5.5,93.8,40.9,27,10.6,12.5,73.5,88.8,2514,2.84,22120.77,50266,11.1,10.8,9.8,15.9,10.3,11.8,0,3770,3641,129,3.42
49027,Utah,Millard County,12863,8,15.9,35.5,0.18,0.52,0.41,0.04,3.87,0.79,12.99,83.27,85.7,8.8,89.6,36.2,21.4,7.6,17.5,78.7,90.2,4235,2.94,23417.69,59312,11.6,24.8,18.9,13.7,11.8,10.5,0,6508,6294,214,3.29
49029,Utah,Morgan County,11873,9,11.1,32.4,0.18,0.06,0.3,0.04,0.13,0.5,2.63,95.32,94.7,8.9,97.2,39.6,40,8.9,27.7,91.8,95.8,3236,3.4,30726.76,86071,2.4,3,0.8,6.1,1.7,4.7,0,5328,5175,153,2.87
49031,Utah,Piute County,1420,4.9,25.6,40.6,0.08,0.05,0,0,0.08,0.16,3.6,95.75,95.9,0.9,84.1,24.8,22.7,10.5,24.5,70,83.5,516,3.54,14712.43,41750,12.9,27.5,18.1,19.9,11.8,21.1,3.7,490,466,24,4.9
49033,Utah,Rich County,2391,7.8,16.9,34.3,0.04,0,0,0,1.34,0.11,8.93,88.86,95.1,1.6,98.1,44,22.8,8.2,21.6,72,93,601,3.83,18918.02,52917,18,13.6,20.5,17.5,7.5,11.9,0,1155,1118,37,3.2
49035,Utah,Salt Lake County,1135649,7.9,10,32.4,0.86,0.38,1.95,0.77,4.45,1.53,17.91,72.06,79.5,6.5,90.2,33.9,33.6,5.3,22.1,83,93.5,363058,3.01,29340.53,67922,10.4,14,12.6,12.1,7.5,9.4,1.2,621759,602541,19218,3.09
49037,Utah,San Juan County,15356,8,12.8,31.6,0.12,24.17,0.25,0.27,0.25,0.86,5.32,44.02,59.4,5.2,83.7,35.2,17.3,5.5,20.6,48.8,63.2,4019,3.68,15530.98,42581,28.4,42.8,33.7,22.4,12.7,14.4,1.4,5820,5399,421,7.23
49039,Utah,Sanpete County,30035,6.5,13,31.7,0.47,0.65,0.21,0.26,2.93,0.95,9.54,86.05,90.1,4.8,89.1,42.7,19.2,6.8,21,76.4,88.9,8366,3.07,19665.15,50928,16.9,18.3,16.6,13.1,10.8,9.7,0.3,12064,11590,474,3.93
49041,Utah,Sevier County,21316,7.2,15.6,34.9,0.22,0.76,0.11,0.09,0.87,0.51,4.96,92.07,93.8,10.6,90,41.2,16.8,7.8,16.6,77.2,89,7171,2.87,21235.19,50850,13.3,24.7,14.4,12.6,4.5,9.2,0,9907,9523,384,3.88
49043,Utah,Summit County,41106,5.9,10.6,38.8,0.33,0.13,0.82,0.02,0.48,0.73,11.38,84.82,86.9,5.3,93.7,25.7,53.5,5.2,25,91.2,95.6,14781,2.67,52824.72,94952,7.5,16,9,9.4,9.2,8.3,0,24597,23839,758,3.08
49045,Utah,Tooele County,67456,8.5,8.6,31.1,0.25,0.41,0.39,0.26,2.4,1.28,12.03,83.44,92.3,7,91.9,39.1,22.6,9.2,27.8,87.1,92.8,19562,3.22,23723.6,66542,6.9,9.1,7.4,7.7,4.4,5.2,0.9,31829,30675,1154,3.63
49047,Utah,Uintah County,35150,9.6,9.3,30.1,0.26,3.77,0.25,0.06,0.47,1.02,8.25,81.91,89.1,6.6,85.9,36.5,14.3,6.1,19.1,79.5,87.7,10616,3.39,23300,67012,11.6,15.9,12.4,15.1,9.5,9.5,0,13936,13089,847,6.08
49049,Utah,Utah County,606425,10,7.2,24.5,0.3,0.25,0.75,0.39,0.94,1.37,11.37,83,86.1,8.2,94,38.7,39.4,3.8,21.4,85.5,96.4,155664,3.61,23285.6,67042,11.8,13.2,10.2,9.3,6.1,6.6,0.7,292474,283950,8524,2.91
49051,Utah,Wasatch County,32106,7.9,9.8,33.3,0.04,0.06,0.65,0,0.48,0.96,13.51,83.59,88.9,6.5,93,35.5,38.7,5.5,23.3,88.5,95,9040,3.22,29137.58,74552,7.8,8.8,10.2,10.7,12.1,10.4,0,14632,14156,476,3.25
49053,Utah,Washington County,165662,7.3,19.9,35.9,0.34,0.69,0.35,0.41,1.79,1.12,10.06,84.9,90.7,7,92.4,40.9,28.1,9.4,18.1,83.3,92.2,52385,2.93,24735.84,55175,14.2,18.6,19.5,14.6,11.4,15,0.2,70817,68367,2450,3.46
49055,Utah,Wayne County,2719,5.7,19,40.4,0.07,0.09,0.46,0.56,0.2,0.22,5.37,91.81,90.1,11.9,88.6,38.8,26,5.2,16.3,74.7,88.1,990,2.67,21212.36,42444,9.2,1.9,8.7,20.8,24.4,19.1,0,1472,1363,109,7.4
49057,Utah,Weber County,251769,8,11.1,32.3,0.53,0.34,0.59,0.12,2.02,1.62,17.87,76.71,87.3,7.4,90.1,37,24,8.3,22,81.8,91.8,81298,2.96,24840.2,62036,12.1,16.5,15.1,10.6,5.9,7,0.4,124363,119813,4550,3.66
50001,Vermont,Addison County,36776,4.3,17.7,43.4,0.54,0.14,0.97,0,0.21,0.89,2.16,92.99,94.6,5.1,92.8,24.8,36.7,7.4,23.8,78.3,86.7,14701,2.31,33093.07,61875,7.8,13.8,8.2,5.2,1.1,1.8,0.1,20842,20256,586,2.81
